system_id,method,pes_calls,tot_time,success,termination_status,rmsd_init_saddle,barrier,mol_id,spin
128_singlets,cg_no,386,1435.979,True,GOOD,1.896730433371271,-7.0216047715475725,128,singlets
129_doublets,cg_no,220,1219.419,True,GOOD,0.4242613343510878,-1.7837166799408806,129,doublets
129_singlets,cg_no,276,1321.893,True,GOOD,0.4873529133332305,-1.4121749402429489,129,singlets
130_doublets,cg_no,106,655.334,True,GOOD,0.177295762483317,-0.5906561876818159,130,doublets
130_singlets,cg_no,370,1371.898,True,GOOD,0.535012334861254,-3.1072336176002864,130,singlets
131_doublets,cg_no,197,785.57,True,GOOD,0.8326277669972753,-2.3783090542619902,131,doublets
131_singlets,cg_no,361,1337.896,True,GOOD,3.1882869084949137,-3.499838948632714,131,singlets
132_doublets,cg_no,242,1242.492,True,GOOD,0.312598941229855,-0.3027567881399591,132,doublets
132_singlets,cg_no,409,1729.249,True,GOOD,0.9202264620597504,-6.255325476402504,132,singlets
133_doublets,cg_no,130,687.044,True,GOOD,0.1774960501002831,-0.5390522281086305,133,doublets
133_singlets,cg_no,356,1526.012,True,GOOD,0.7413641648095337,-0.9342080915230326,133,singlets
134_doublets,cg_no,156,743.275,True,GOOD,0.5437662568149028,-0.4493759766919538,134,doublets
134_singlets,cg_no,255,942.63,True,GOOD,0.3018514848859062,0.5364494887908222,134,singlets
135_doublets,cg_no,373,1883.439,True,GOOD,0.5287293784714772,-1.6921287947752717,135,doublets
135_singlets,cg_no,355,1381.83,True,GOOD,0.4126482340716434,-1.166264656063504,135,singlets
136_doublets,cg_no,251,1319.909,True,GOOD,0.3097635840375316,-1.0263653989368322,136,doublets
136_singlets,cg_no,226,811.066,True,GOOD,0.4014073926781053,-1.6376903393029352,136,singlets
137_doublets,cg_no,0,0.0,False,BAD_MAX_ITERATIONS,1.48058372017201,,137,doublets
137_singlets,cg_no,440,1690.936,True,GOOD,1.9591221020151892,-8.159937487778734,137,singlets
138_doublets,cg_no,167,833.093,True,GOOD,0.2581857528089329,-1.9626207452092783,138,doublets
138_singlets,cg_no,732,3057.092,True,GOOD,1.3481926700520348,0.5139293705778982,138,singlets
139_doublets,cg_no,114,442.054,True,GOOD,0.3638197499026784,-1.5267154994116936,139,doublets
139_singlets,cg_no,186,747.506,True,GOOD,0.2556874825496294,-1.3388328457822354,139,singlets
